,method,outcome,weight,year,name
511,Pts: 8x2,L,110KG,2018,Admilson Gobi Junior
512,Points,W,O100KG,2016,Admilson Gobi Junior
513,Pts: 4x2,W,ABS,2016,Admilson Gobi Junior
514,Referee Decision,W,O100KG,2016,Admilson Gobi Junior
515,Pts: 4x2,W,ABS,2017,Admilson Gobi Junior
516,"Pts: 0x0, Adv",W,O100,2017,Admilson Gobi Junior
517,Triangle,W,O100,2017,Admilson Gobi Junior
518,Wristlock,W,O100KG,2017,Admilson Gobi Junior
519,N/A,W,ABS,2017,Admilson Gobi Junior
520,Armbar,W,O100KG,2017,Admilson Gobi Junior
521,Points,W,O100KG,2017,Admilson Gobi Junior
522,Wristlock,W,O100KG,2017,Admilson Gobi Junior
523,Choke from back,W,ABS,2017,Admilson Gobi Junior
524,Kimura,W,ABS,2017,Admilson Gobi Junior
525,Kimura,W,ABS,2017,Admilson Gobi Junior
526,Toe hold,W,ABS,2017,Admilson Gobi Junior
527,Pts: 18x0,W,O100KG,2017,Admilson Gobi Junior
528,Choke from back,W,O100KG,2017,Admilson Gobi Junior
529,Choke from back,W,ABS,2017,Admilson Gobi Junior
530,Submission,W,ABS,2017,Admilson Gobi Junior
531,Pts: 8x2,W,ABS,2017,Admilson Gobi Junior
532,Pts: 6x0,W,ABS,2017,Admilson Gobi Junior
533,Choke from back,W,ABS,2017,Admilson Gobi Junior
534,Injury,W,ABS,2017,Admilson Gobi Junior
535,Pts: 2x0,W,ABS,2018,Admilson Gobi Junior
536,Points,W,O100KG,2018,Admilson Gobi Junior
537,"Pts: 0x0, Adv",W,O100KG,2018,Admilson Gobi Junior
538,Pts: 6x2,W,O94KG,2018,Admilson Gobi Junior
539,Adv,W,O100KG,2018,Admilson Gobi Junior
540,Choke from back,W,ABS,2018,Admilson Gobi Junior
541,Pts: 7x0,W,ABS,2018,Admilson Gobi Junior
542,Injury,W,ABS,2018,Admilson Gobi Junior
543,Choke from back,W,O100KG,2018,Admilson Gobi Junior
544,Wristlock,W,O100KG,2018,Admilson Gobi Junior
545,N/A,W,O100KG,2018,Admilson Gobi Junior
546,N/A,W,ABS,2018,Admilson Gobi Junior
547,N/A,W,ABS,2018,Admilson Gobi Junior
548,"Pts: 0x0, Adv",W,110KG,2018,Admilson Gobi Junior
549,Armbar,L,57KG,2017,Aniel Bonifacio
550,Choke from back,L,58KG,2017,Aniel Bonifacio
551,Calf slicer,L,55KG,2017,Aniel Bonifacio
552,Pts: 3x0,L,57KG,2019,Aniel Bonifacio
553,Points,L,64KG,2019,Aniel Bonifacio
554,Referee Decision,W,57KG,2017,Aniel Bonifacio
555,Triangle,W,57KG,2017,Aniel Bonifacio
556,DQ,W,57KG,2017,Aniel Bonifacio
557,Pts: 6x4,W,57KG,2017,Aniel Bonifacio
558,Pts: 2x0,W,57KG,2017,Aniel Bonifacio
559,Footlock,W,57KG,2017,Aniel Bonifacio
560,Pts: 4x2,W,55KG,2017,Aniel Bonifacio
561,"Pts: 6x6, Adv",W,57KG,2019,Aniel Bonifacio
562,Referee Decision,W,64KG,2019,Aniel Bonifacio
563,Pts: 2x0,L,94KG,2014,Alan Belcher
564,Choke from back,L,94KG,2014,Alan Belcher
565,Choke from back,L,94KG,2014,Alan Belcher
566,Armbar,L,94KG,2014,Alan Belcher
567,Lapel choke,L,82KG,2008,Alan Nascimento “Finfou”
568,Choke,L,82KG,2009,Alan Nascimento “Finfou”
569,Adv,L,83KG,2011,Alan Nascimento “Finfou”
570,Submission,L,82KG,2011,Alan Nascimento “Finfou”
571,Triangle,L,82KG,2012,Alan Nascimento “Finfou”
572,Pts: 4x2,L,82KG,2012,Alan Nascimento “Finfou”
573,Pts: 2x0,L,82KG,2013,Alan Nascimento “Finfou”
574,Referee Decision,L,ABS,2013,Alan Nascimento “Finfou”
575,N/A,L,ABS,2013,Alan Nascimento “Finfou”
576,Armbar,L,82KG,2013,Alan Nascimento “Finfou”
577,Armbar,L,82KG,2014,Alan Nascimento “Finfou”
578,"Pts: 0x0, Adv",L,85KG,2015,Alan Nascimento “Finfou”
579,Pts: 2x0,L,82KG,2016,Alan Nascimento “Finfou”
580,Choke from back,L,ABS,2016,Alan Nascimento “Finfou”
581,N/A,L,82KG,2016,Alan Nascimento “Finfou”
582,Referee Decision,L,ABS,2016,Alan Nascimento “Finfou”
583,Referee Decision,L,85KG,2019,Alan Nascimento “Finfou”
584,Pts: 2x0,W,82KG,2008,Alan Nascimento “Finfou”
585,Adv,W,82KG,2008,Alan Nascimento “Finfou”
586,Pts: 2x0,W,82KG,2008,Alan Nascimento “Finfou”
587,Points,W,88KG,2008,Alan Nascimento “Finfou”
588,Points,W,88KG,2009,Alan Nascimento “Finfou”
589,Pts: 6x2,W,82KG,2009,Alan Nascimento “Finfou”
590,Submission,W,82KG,2011,Alan Nascimento “Finfou”
591,N/A,W,82KG,2012,Alan Nascimento “Finfou”
592,Choke from back,W,82KG,2012,Alan Nascimento “Finfou”
593,DQ,W,82KG,2012,Alan Nascimento “Finfou”
594,Armbar,W,NA,2012,Alan Nascimento “Finfou”
595,Bow and arrow,W,75KG,2013,Alan Nascimento “Finfou”
596,Referee Decision,W,75KG,2013,Alan Nascimento “Finfou”
597,Choke,W,82KG,2013,Alan Nascimento “Finfou”
598,Points,W,88KG,2013,Alan Nascimento “Finfou”
599,Points,W,ABS,2013,Alan Nascimento “Finfou”
600,Points,W,ABS,2013,Alan Nascimento “Finfou”
601,Referee Decision,W,ABS,2013,Alan Nascimento “Finfou”
602,Points,W,82KG,2013,Alan Nascimento “Finfou”
603,N/A,W,88KG,2013,Alan Nascimento “Finfou”
604,Points,W,88KG,2013,Alan Nascimento “Finfou”
605,DQ,W,ABS,2013,Alan Nascimento “Finfou”
606,Points,W,ABS,2013,Alan Nascimento “Finfou”
607,Pts: 5x2,W,82KG,2013,Alan Nascimento “Finfou”
608,Pts: 6x4,W,82KG,2014,Alan Nascimento “Finfou”
609,N/A,W,85KG,2015,Alan Nascimento “Finfou”
610,Points,W,85KG,2015,Alan Nascimento “Finfou”
611,Points,W,85KG,2015,Alan Nascimento “Finfou”
612,N/A,W,88KG,2015,Alan Nascimento “Finfou”
613,N/A,W,88KG,2015,Alan Nascimento “Finfou”
614,Points,W,88KG,2015,Alan Nascimento “Finfou”
615,Pts: 2x0,W,ABS,2015,Alan Nascimento “Finfou”
616,Points,W,85KG,2015,Alan Nascimento “Finfou”
617,Armbar,W,82KG,2016,Alan Nascimento “Finfou”
618,"Pts: 0x0, Adv",W,82KG,2016,Alan Nascimento “Finfou”
619,"Pts: 0x0, Adv",W,ABS,2016,Alan Nascimento “Finfou”
620,Pts: 2x0,W,ABS,2016,Alan Nascimento “Finfou”
621,"Pts: 2x2, Adv",W,88KG,2016,Alan Nascimento “Finfou”
622,Triangle,W,88KG,2016,Alan Nascimento “Finfou”
623,DQ,W,88KG,2016,Alan Nascimento “Finfou”
624,Points,W,94KG,2016,Alan Nascimento “Finfou”
625,Points,W,ABS,2016,Alan Nascimento “Finfou”
626,Pts: 6x0,W,77KG,2016,Alan Nascimento “Finfou”
627,Choke from back,W,77KG,2016,Alan Nascimento “Finfou”
628,Pts: 4x2,W,82KG,2016,Alan Nascimento “Finfou”
629,N/A,W,94KG,2016,Alan Nascimento “Finfou”
630,Triangle,W,83KG,2016,Alan Nascimento “Finfou”
631,Pts: 4x0,W,83KG,2016,Alan Nascimento “Finfou”
632,Pts: 10x0,W,83KG,2016,Alan Nascimento “Finfou”
633,"Pts: 0x0, Adv",W,85KG,2019,Alan Nascimento “Finfou”
634,Kneebar,L,77KG,2018,Alef Brito
635,DQ,L,77KG,2018,Alef Brito
636,Pts: 5x0,L,82KG,2018,Alef Brito
637,Footlock,L,77KG,2019,Alef Brito
638,Pts: 4x2,L,76KG,2019,Alef Brito
639,Referee Decision,L,76KG,2019,Alef Brito
640,Pts: 2x0,L,73KG,2019,Alef Brito
641,Choke from back,L,76KG,2019,Alef Brito
642,Referee Decision,L,82KG,2019,Alef Brito
643,Points,W,82KG,2018,Alef Brito
644,Points,W,82KG,2018,Alef Brito
645,Points,W,82KG,2018,Alef Brito
646,Referee Decision,W,77KG,2018,Alef Brito
647,DQ,W,77KG,2018,Alef Brito
648,Pen,W,82KG,2018,Alef Brito
649,---,D,77KG,2019,Alef Brito
650,---,D,77KG,2019,Alef Brito
651,Pts: 4x2,W,77KG,2019,Alef Brito
652,50/50 armbar,W,77KG,2019,Alef Brito
653,Pts: 2x0,W,76KG,2019,Alef Brito
654,Submission,W,76KG,2019,Alef Brito
655,Choke from back,W,76KG,2019,Alef Brito
656,Referee Decision,W,76KG,2019,Alef Brito
657,Bow and arrow,W,76KG,2019,Alef Brito
658,Points,W,76KG,2019,Alef Brito
659,Botinha,W,76KG,2019,Alef Brito
660,Points,W,76KG,2019,Alef Brito
661,Triangle,W,76KG,2019,Alef Brito
662,Points,W,76KG,2019,Alef Brito
663,Triangle,W,76KG,2019,Alef Brito
664,Triangle,W,76KG,2019,Alef Brito
665,Bow and arrow,W,76KG,2019,Alef Brito
666,"Pts: 4x4, Adv",W,76KG,2019,Alef Brito
667,"Pts: 0x0, Adv",W,76KG,2019,Alef Brito
668,Pts: 4x2,W,76KG,2019,Alef Brito
669,Points,W,76KG,2019,Alef Brito
670,N/A,W,ABS,2019,Alef Brito
671,N/A,W,ABS,2019,Alef Brito
672,Canto choke,W,ABS,2019,Alef Brito
673,Points,W,76KG,2019,Alef Brito
674,Points,W,76KG,2019,Alef Brito
675,Bow and arrow,W,76KG,2019,Alef Brito
676,50/50 armbar,W,76KG,2019,Alef Brito
677,Pts: 7x4,W,76KG,2019,Alef Brito
678,Points,W,82KG,2019,Alef Brito
679,Pts: 2x0,L,O99KG,2011,Alexander Trans
680,Pts: 2x0,L,O100KG,2012,Alexander Trans
681,Pts: 2x0,L,O100KG,2012,Alexander Trans
682,Pts: 4x0,L,ABS,2013,Alexander Trans
683,Points,L,ABS,2013,Alexander Trans
684,Referee Decision,L,O100KG,2013,Alexander Trans
685,Points,L,ABS,2014,Alexander Trans
686,Adv,L,O100KG,2014,Alexander Trans
687,"Pts: 0x0, Adv",L,ABS,2014,Alexander Trans
688,Pts: 2x0,L,O100KG,2014,Alexander Trans
689,Choke,L,ABS,2014,Alexander Trans
690,Choke from back,L,O100KG,2014,Alexander Trans
691,Pts: 2x0,L,ABS,2015,Alexander Trans
692,Pts: 2x0,L,O95KG,2015,Alexander Trans
693,"Pts: 0x0, Adv",L,ABS,2015,Alexander Trans
694,Pts: 2x0,L,ABS,2016,Alexander Trans
695,Referee Decision,L,O100KG,2016,Alexander Trans
696,Pts: 2x0,L,ABS,2016,Alexander Trans
697,Pts: 2x0,L,105KG,2016,Alexander Trans
698,Referee Decision,L,O95KG,2017,Alexander Trans
699,"Pts: 2x2, Adv",L,O100KG,2017,Alexander Trans
700,"Pts: 0x0, Adv",W,O100KG,2012,Alexander Trans
701,Choke,W,O100KG,2012,Alexander Trans
702,Submission,W,O100KG,2012,Alexander Trans
703,Toe Hold,W,O100KG,2012,Alexander Trans
704,Points,W,O94KG,2012,Alexander Trans
705,Pts: 2x0,W,O94KG,2012,Alexander Trans
706,Points,W,O100KG,2012,Alexander Trans
707,Points,W,O100KG,2012,Alexander Trans
708,"Pts: 2x2, Adv",W,O100KG,2012,Alexander Trans
709,RNC,W,O99KG,2012,Alexander Trans
710,Points,W,O99KG,2012,Alexander Trans
711,Kneebar,W,O99KG,2012,Alexander Trans
712,Points,W,O99KG,2012,Alexander Trans
713,Points,W,ABS,2013,Alexander Trans
714,Choke from back,W,O100KG,2013,Alexander Trans
715,Pts: 5x2,W,O100KG,2013,Alexander Trans
716,Pts: 3x0,W,O100KG,2013,Alexander Trans
717,Referee Decision,W,O100KG,2013,Alexander Trans
718,Footlock,W,ABS,2014,Alexander Trans
719,Adv,W,ABS,2014,Alexander Trans
720,Armbar,W,ABS,2014,Alexander Trans
721,Submission,W,ABS,2014,Alexander Trans
722,Pts: 3x2,W,ABS,2014,Alexander Trans
723,Choke from back,W,O100KG,2014,Alexander Trans
724,Choke from back,W,O100KG,2014,Alexander Trans
725,"Pts: 0x0, Adv",W,O100KG,2014,Alexander Trans
726,Kneebar,W,ABS,2014,Alexander Trans
727,Pts: 6x2,W,ABS,2014,Alexander Trans
728,Pts: 2x0,W,O100KG,2014,Alexander Trans
729,N/A,W,ABS,2015,Alexander Trans
730,Pts: 6x4,W,ABS,2015,Alexander Trans
731,Points,W,ABS,2015,Alexander Trans
732,Armbar,W,O100KG,2015,Alexander Trans
733,Pts: 6x2,W,O100KG,2015,Alexander Trans
734,Kneebar,W,O100KG,2015,Alexander Trans
735,Armbar,W,O95KG,2015,Alexander Trans
736,Pts: 2x0,W,O95KG,2015,Alexander Trans
737,Toe hold,W,O95KG,2015,Alexander Trans
738,Kneebar,W,ABS,2015,Alexander Trans
739,Armbar,W,ABS,2015,Alexander Trans
740,Toe hold,W,ABS,2015,Alexander Trans
741,Pts: 2x0,W,ABS,2015,Alexander Trans
742,Points,W,ABS,2015,Alexander Trans
743,Pts: 2x0,W,ABS,2015,Alexander Trans
744,Kneebar,W,ABS,2015,Alexander Trans
745,Kneebar,W,O100KG,2015,Alexander Trans
746,Pts: 4x2,W,O100KG,2015,Alexander Trans
747,"Pts: 0x0, Adv",W,ABS,2016,Alexander Trans
748,Pts: 2x0,W,ABS,2016,Alexander Trans
749,"Pts: 0x0, Adv",W,ABS,2016,Alexander Trans
750,Pts: 6x0,W,O94KG,2016,Alexander Trans
751,Pts: 4x0,W,ABS,2016,Alexander Trans
752,Pts: 6x0,W,ABS,2016,Alexander Trans
753,Pts: 6x0,W,105KG,2016,Alexander Trans
754,Pts: 2x0,W,105KG,2016,Alexander Trans
755,Pts: 9x0,W,105KG,2016,Alexander Trans
756,Pts: 6x0,W,105KG,2016,Alexander Trans
757,Pts: 2x0,W,105KG,2016,Alexander Trans
758,Pts: 9x0,W,ABS,2017,Alexander Trans
759,Pts: 2x0,W,ABS,2017,Alexander Trans
760,Pts: 2x0,W,O100,2017,Alexander Trans
761,Dogbar,W,O95KG,2017,Alexander Trans
762,Referee Decision,W,O95KG,2017,Alexander Trans
763,Pts: 2x0,W,110KG,2018,Alexander Trans
764,"Pts: 0x0, Adv",W,110KG,2018,Alexander Trans
765,Injury,W,110KG,2018,Alexander Trans
766,Choke from back,W,110KG,2018,Alexander Trans
767,Arm in Ezekiel,L,82KG,2016,Alexandre Cavaliere
768,Adv,L,82KG,2016,Alexandre Cavaliere
769,Adv,L,82KG,2016,Alexandre Cavaliere
770,Pts: 6x2,L,75KG,2017,Alexandre Cavaliere
771,RNC,L,75KG,2017,Alexandre Cavaliere
772,Pts: 2x0,L,82KG,2017,Alexandre Cavaliere
773,Armbar,L,82KG,2017,Alexandre Cavaliere
774,Choke from back,L,ABS,2017,Alexandre Cavaliere
775,Referee Decision,L,85KG,2017,Alexandre Cavaliere
776,Choke from back,L,82KG,2017,Alexandre Cavaliere
777,Triangle,L,82KG,2017,Alexandre Cavaliere
778,Kneebar,L,ABS,2017,Alexandre Cavaliere
779,Points,L,ABS,2017,Alexandre Cavaliere
780,Toe hold,L,ABS,2018,Alexandre Cavaliere
781,Pts: 2x0,L,82KG,2018,Alexandre Cavaliere
782,Short choke,L,82KG,2018,Alexandre Cavaliere
783,Loop choke,L,82KG,2018,Alexandre Cavaliere
784,Pts: 2x0,L,82KG,2018,Alexandre Cavaliere
785,Points,L,82KG,2018,Alexandre Cavaliere
786,Pts: 2x0,L,85KG,2018,Alexandre Cavaliere
787,Pts: 4x0,L,82KG,2018,Alexandre Cavaliere
788,Pts: 2x0,L,77KG,2018,Alexandre Cavaliere
789,Triangle,L,82KG,2019,Alexandre Cavaliere
790,Triangle,L,82KG,2019,Alexandre Cavaliere
791,Pts: 4x0,L,82KG,2019,Alexandre Cavaliere
792,"Pts: 0x0, Pen",L,ABS,2019,Alexandre Cavaliere
793,"Pts: 0x0, Adv",L,82KG,2019,Alexandre Cavaliere
794,Points,L,82KG,2019,Alexandre Cavaliere
795,Referee Decision,L,ABS,2019,Alexandre Cavaliere
796,Adv,L,82KG,2019,Alexandre Cavaliere
797,Pts: 2x0,L,76KG,2019,Alexandre Cavaliere
798,Points,L,76KG,2019,Alexandre Cavaliere
799,N/A,L,76KG,2019,Alexandre Cavaliere
800,Referee Decision,L,77KG,2019,Alexandre Cavaliere
801,Points,L,82KG,2019,Alexandre Cavaliere
802,"Pts: 2x2, Pen",L,82KG,2019,Alexandre Cavaliere
803,Submission,W,77KG,2016,Alexandre Cavaliere
804,Loop choke,W,77KG,2016,Alexandre Cavaliere
805,Adv,W,77KG,2016,Alexandre Cavaliere
806,"Pts: 0x0, Adv",W,77KG,2016,Alexandre Cavaliere
807,Points,W,82KG,2016,Alexandre Cavaliere
808,Referee Decision,W,75KG,2017,Alexandre Cavaliere
809,Triangle,W,82KG,2017,Alexandre Cavaliere
810,Choke from back,W,82KG,2017,Alexandre Cavaliere
811,Pts: 4x0,W,82KG,2017,Alexandre Cavaliere
812,Referee Decision,W,85KG,2017,Alexandre Cavaliere
813,Armbar,W,82KG,2017,Alexandre Cavaliere
814,Pts: 2x0,W,82KG,2017,Alexandre Cavaliere
815,Armbar,W,ABS,2017,Alexandre Cavaliere
816,Points,W,ABS,2017,Alexandre Cavaliere
817,Points,W,ABS,2017,Alexandre Cavaliere
818,Points,W,ABS,2017,Alexandre Cavaliere
819,Wristlock,W,82KG,2018,Alexandre Cavaliere
820,Points,W,82KG,2018,Alexandre Cavaliere
821,Adv,W,82KG,2018,Alexandre Cavaliere
822,Points,W,82KG,2018,Alexandre Cavaliere
823,Pts: 2x0,W,82KG,2018,Alexandre Cavaliere
824,Armbar,W,82KG,2018,Alexandre Cavaliere
825,Pts: 2x0,W,82KG,2018,Alexandre Cavaliere
826,Adv,W,82KG,2018,Alexandre Cavaliere
827,Pts: 2x0,W,82KG,2018,Alexandre Cavaliere
828,Loop choke,W,82KG,2018,Alexandre Cavaliere
829,RNC,W,85KG,2018,Alexandre Cavaliere
830,Adv,W,82KG,2018,Alexandre Cavaliere
831,Loop choke,W,82KG,2018,Alexandre Cavaliere
832,Choke from back,W,82KG,2019,Alexandre Cavaliere
833,Referee Decision,W,82KG,2019,Alexandre Cavaliere
834,Choke,W,ABS,2019,Alexandre Cavaliere
835,Cross choke,W,ABS,2019,Alexandre Cavaliere
836,Bread cutter,W,82KG,2019,Alexandre Cavaliere
837,Pts: 3x0,W,ABS,2019,Alexandre Cavaliere
838,Adv,W,82KG,2019,Alexandre Cavaliere
839,Pts: 5x0,W,82KG,2019,Alexandre Cavaliere
840,Adv,W,82KG,2019,Alexandre Cavaliere
841,Points,W,76KG,2019,Alexandre Cavaliere
842,Referee Decision,W,76KG,2019,Alexandre Cavaliere
843,Referee Decision,W,76KG,2019,Alexandre Cavaliere
844,Points,W,82KG,2019,Alexandre Cavaliere
845,Pts: 5x0,W,82KG,2019,Alexandre Cavaliere
846,Referee Decision,W,82KG,2019,Alexandre Cavaliere
847,N/A,W,79KG,2019,Alexandre Cavaliere
848,N/A,L,70KG,1994,Alexandre “Soca” Freitas
849,Pts: 4x2,L,70KG,1996,Alexandre “Soca” Freitas
850,N/A,L,70KG,1997,Alexandre “Soca” Freitas
851,Pts: 5x0,L,88KG,1997,Alexandre “Soca” Freitas
852,Points,L,70KG,1999,Alexandre “Soca” Freitas
853,Leglock,L,66KG,1999,Alexandre “Soca” Freitas
854,Points,L,70KG,2000,Alexandre “Soca” Freitas
855,Pts: 5x0,L,66KG,2000,Alexandre “Soca” Freitas
856,Kneebar,L,66KG,2001,Alexandre “Soca” Freitas
857,Points,L,66KG,2001,Alexandre “Soca” Freitas
858,Pts: 9x6,L,66KG,2003,Alexandre “Soca” Freitas
859,Pts: 8x0,L,66KG,2003,Alexandre “Soca” Freitas
860,Pts: 8x4,L,70KG,2003,Alexandre “Soca” Freitas
861,Triangle,W,70KG,1994,Alexandre “Soca” Freitas
862,Armbar,W,70KG,1994,Alexandre “Soca” Freitas
863,Armbar,W,70KG,1996,Alexandre “Soca” Freitas
864,Choke from back,W,70KG,1996,Alexandre “Soca” Freitas
865,Points,W,70KG,1996,Alexandre “Soca” Freitas
866,Points,W,70KG,1997,Alexandre “Soca” Freitas
867,Armbar,W,66KG,1998,Alexandre “Soca” Freitas
868,Armbar,W,66KG,1998,Alexandre “Soca” Freitas
869,Choke,W,66KG,1998,Alexandre “Soca” Freitas
870,Choke,W,70KG,1999,Alexandre “Soca” Freitas
871,Choke from back,W,70KG,1999,Alexandre “Soca” Freitas
872,Points,W,70KG,1999,Alexandre “Soca” Freitas
873,Armbar,W,66KG,1999,Alexandre “Soca” Freitas
874,Pts: 2x0,W,66KG,1999,Alexandre “Soca” Freitas
875,Choke,W,66KG,1999,Alexandre “Soca” Freitas
876,Choke,W,70KG,2000,Alexandre “Soca” Freitas
877,Choke from back,W,70KG,2000,Alexandre “Soca” Freitas
878,Pts: 10x0,W,66KG,2000,Alexandre “Soca” Freitas
879,Points,W,66KG,2000,Alexandre “Soca” Freitas
880,RNC,W,66KG,2000,Alexandre “Soca” Freitas
881,Guillotine,W,66KG,2001,Alexandre “Soca” Freitas
882,Guillotine,W,66KG,2001,Alexandre “Soca” Freitas
883,N/A,W,66KG,2003,Alexandre “Soca” Freitas
884,Guillotine,W,66KG,2003,Alexandre “Soca” Freitas
885,Choke from back,W,70KG,2003,Alexandre “Soca” Freitas
886,Choke from back,W,70KG,2003,Alexandre “Soca” Freitas
887,Pts: 7x4,W,70KG,2003,Alexandre “Soca” Freitas
888,Points,W,70KG,2003,Alexandre “Soca” Freitas
889,Points,L,82KG,2018,Alexandre de Jesus
890,Choke from back,L,82KG,2019,Alexandre de Jesus
891,Heel hook,L,88KG,2019,Alexandre de Jesus
892,Bow and arrow,L,82KG,2019,Alexandre de Jesus
893,"Pts: 2x2, Adv",L,82KG,2019,Alexandre de Jesus
894,Referee Decision,L,82KG,2019,Alexandre de Jesus
895,Choke from back,L,ABS,2019,Alexandre de Jesus
896,"Pts: 2x2, Adv",L,82KG,2020,Alexandre de Jesus
897,Choke from back,W,82KG,2018,Alexandre de Jesus
898,Pts: 5x0,W,82KG,2018,Alexandre de Jesus
899,"Pts: 0x0, Adv",W,82KG,2018,Alexandre de Jesus
900,Pts: 8x0,W,82KG,2018,Alexandre de Jesus
901,Points,W,82KG,2018,Alexandre de Jesus
902,Cross choke,W,82KG,2019,Alexandre de Jesus
903,Armbar,W,82KG,2019,Alexandre de Jesus
904,Armbar,W,82KG,2019,Alexandre de Jesus
905,Pts: 5x0,W,82KG,2019,Alexandre de Jesus
906,Choke from back,W,82KG,2019,Alexandre de Jesus
907,Points,W,82KG,2019,Alexandre de Jesus
908,Armbar,W,82KG,2019,Alexandre de Jesus
909,Points,W,82KG,2019,Alexandre de Jesus
910,Pts: 3x2,W,82KG,2019,Alexandre de Jesus
911,N/A,W,ABS,2019,Alexandre de Jesus
912,Armbar,W,82KG,2019,Alexandre de Jesus
913,Bow and arrow,W,82KG,2019,Alexandre de Jesus
914,Pts: 2x0,W,82KG,2019,Alexandre de Jesus
915,Pts: 2x0,W,82KG,2019,Alexandre de Jesus
916,Armbar,W,82KG,2020,Alexandre de Jesus
917,Referee Decision,W,82KG,2020,Alexandre de Jesus
918,Points,L,76KG,2017,Alexandre Molinaro
919,N/A,L,76KG,2017,Alexandre Molinaro
920,RNC,L,76KG,2017,Alexandre Molinaro
921,Choke from back,L,82KG,2017,Alexandre Molinaro
922,Referee Decision,L,73KG,2017,Alexandre Molinaro
923,Points,L,76KG,2017,Alexandre Molinaro
924,Kneebar,L,76KG,2017,Alexandre Molinaro
925,Adv,L,76KG,2018,Alexandre Molinaro
926,Points,L,76KG,2018,Alexandre Molinaro
927,Choke from back,L,77KG,2018,Alexandre Molinaro
928,Points,L,76KG,2018,Alexandre Molinaro
929,Choke from back,L,76KG,2018,Alexandre Molinaro
930,Points,L,76KG,2018,Alexandre Molinaro
931,Choke from back,L,ABS,2018,Alexandre Molinaro
932,Referee Decision,L,ABS,2018,Alexandre Molinaro
933,Choke from back,L,70KG,2018,Alexandre Molinaro
934,Triangle,L,ABS,2018,Alexandre Molinaro
935,Submission,L,70KG,2018,Alexandre Molinaro
936,Pts: 10x0,L,76KG,2018,Alexandre Molinaro
937,Points,L,73KG,2018,Alexandre Molinaro
938,Points,L,76KG,2018,Alexandre Molinaro
939,Pts: 10x0,L,82KG,2018,Alexandre Molinaro
940,Pts: 2x0,L,77KG,2019,Alexandre Molinaro
941,Choke from back,L,76KG,2019,Alexandre Molinaro
942,"Pts: 8x8, Adv",L,94KG,2019,Alexandre Molinaro
943,Choke,L,ABS,2019,Alexandre Molinaro
944,Bow and arrow,L,76KG,2019,Alexandre Molinaro
945,Pts: 8x6,L,76KG,2019,Alexandre Molinaro
946,Points,L,77KG,2019,Alexandre Molinaro
947,Straigh ankle lock,L,76KG,2019,Alexandre Molinaro
948,Choke from back,L,69KG,2019,Alexandre Molinaro
949,Choke from back,L,77KG,2019,Alexandre Molinaro
950,Choke from back,L,77KG,2019,Alexandre Molinaro
951,Triangle,L,76KG,2019,Alexandre Molinaro
952,DQ,L,76KG,2019,Alexandre Molinaro
953,Pts: 2x1,L,77KG,2020,Alexandre Molinaro
954,Choke from back,L,76KG,2020,Alexandre Molinaro
955,Points,L,76KG,2020,Alexandre Molinaro
956,Pts: 4x0,W,76KG,2017,Alexandre Molinaro
957,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
958,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
959,Pts: 4x2,W,76KG,2017,Alexandre Molinaro
960,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
961,Pts: 4x0,W,94KG,2017,Alexandre Molinaro
962,Points,W,82KG,2017,Alexandre Molinaro
963,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
964,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
965,Pts: 11x0,W,73KG,2017,Alexandre Molinaro
966,Points,W,76KG,2017,Alexandre Molinaro
967,Points,W,76KG,2017,Alexandre Molinaro
968,Adv,W,76KG,2017,Alexandre Molinaro
969,Pts: 4x0,W,76KG,2017,Alexandre Molinaro
970,Pts: 2x0,W,76KG,2017,Alexandre Molinaro
971,Pts: 2x0,W,76KG,2018,Alexandre Molinaro
972,Points,W,76KG,2018,Alexandre Molinaro
973,Pts: 2x0,W,77KG,2018,Alexandre Molinaro
974,Points,W,76KG,2018,Alexandre Molinaro
975,Points,W,76KG,2018,Alexandre Molinaro
976,Points,W,76KG,2018,Alexandre Molinaro
977,Pts: 4x0,W,ABS,2018,Alexandre Molinaro
978,Points,W,76KG,2018,Alexandre Molinaro
979,Points,W,76KG,2018,Alexandre Molinaro
980,Points,W,76KG,2018,Alexandre Molinaro
981,Pts: 9x0,W,73KG,2018,Alexandre Molinaro
982,Pts: 2x0,W,73KG,2018,Alexandre Molinaro
983,DQ,W,75KG,2018,Alexandre Molinaro
984,Pts: 5x0,W,75KG,2018,Alexandre Molinaro
985,Referee Decision,W,ABS,2018,Alexandre Molinaro
986,Points,W,70KG,2018,Alexandre Molinaro
987,Points,W,76KG,2018,Alexandre Molinaro
988,Points,W,76KG,2018,Alexandre Molinaro
989,Points,W,76KG,2018,Alexandre Molinaro
990,Points,W,76KG,2018,Alexandre Molinaro
991,Points,W,76KG,2018,Alexandre Molinaro
992,Pts: 2x0,W,73KG,2018,Alexandre Molinaro
993,Points,W,73KG,2018,Alexandre Molinaro
994,Botinha,W,76KG,2018,Alexandre Molinaro
995,Pts: 8x6,W,76KG,2018,Alexandre Molinaro
996,Points,W,76KG,2018,Alexandre Molinaro
997,Points,W,76KG,2018,Alexandre Molinaro
